# Sensor: Blade [Span] [Blade 1]
# Record count: 201
# Storage mode: Memory
# Datetime of save: 2025-09-28T16:35:10
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	
Time [s]	Angle of attack [°]	Cd []	Cl []	Cm []	Cl/Cd []	Local wind speed [m/s]	Relative wind speed [m/s]	Reynolds number []	Mach number []	Axial induction factor []	Tangential induction factor []	Axial induced velocity [m/s]	Tangential induced velocity [m/s]	Lift force, distr. [N/m]	Drag force, distr. [N/m]	Pitching moment, distr. [Nm/m]	Thrust force, distr. [N/m]	Torque force, distr. [N/m]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] -0.139234 [0 s] -0.184303 [0 s] -0.141792 [0 s] -0.113422 [0 s] -0.0948768 [0 s] -0.158303 [0 s] -0.163597 [0 s] -0.15982 [0 s] -0.107437 [0 s] -0.106736 [0 s] -0.105952 [0 s] -0.0997019 [0 s] -0.0995251 [0 s] -0.0995051 [0 s] -0.0995783 [0 s] -0.0997382 [0 s] -0.0999598 [0 s] -0.100207 [0 s] -0.100478 [0 s] -0.100757 [0 s] -0.100941 [0 s] -0.101104 [0 s] -0.101253 [0 s] -0.10139 [0 s] -0.101511 [0 s] -0.101631 [0 s] -0.101725 [0 s] -0.101817 [0 s] -0.101884 [0 s] -0.10194 [0 s] -0.101974 [0 s] -0.101997 [0 s] -0.102003 [0 s] -0.101951 [0 s] -0.101873 [0 s] -0.101731 [0 s] -0.101435 [0 s] -0.101687 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	-0.124131 [0 s] -0.0729651 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	-0.34301 [0 s] -0.391945 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] -415.087 [0 s] -747.819 [0 s] -813.481 [0 s] -917.622 [0 s] -1049.78 [0 s] -2269.38 [0 s] -2923.73 [0 s] -3416.27 [0 s] -2672.11 [0 s] -2965.85 [0 s] -3206.97 [0 s] -3205.43 [0 s] -3347.68 [0 s] -3424.98 [0 s] -3471.55 [0 s] -3473.38 [0 s] -3429.89 [0 s] -3374.75 [0 s] -3296.08 [0 s] -3197.39 [0 s] -3079.56 [0 s] -2949.26 [0 s] -2829.03 [0 s] -2704.49 [0 s] -2597.24 [0 s] -2473.37 [0 s] -2371.84 [0 s] -2258.08 [0 s] -2152.02 [0 s] -2037.12 [0 s] -1914.94 [0 s] -1769.93 [0 s] -1605.19 [0 s] -1440.21 [0 s] -1231.81 [0 s] -978.048 [0 s] -665.715 [0 s] 0 [0 s] 	0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 	-47.4386 [0 s] -111.546 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 0 [0 s] 
